Id,SalePrice
1461,124894.28
1462,156241.47
1463,175312.88
1464,182958.4
1465,211043.1
1466,177546.08
1467,170615.83
1468,166133.38
1469,177247.94
1470,118497.195
1471,192988.47
1472,96026.55
1473,97275.945
1474,154017.34
1475,130847.51
1476,368602.75
1477,267535.1
1478,287823.2
1479,261899.75
1480,475185.25
1481,324410.22
1482,219212.31
1483,161333.31
1484,166233.34
1485,169989.08
1486,188943.62
1487,361878.06
1488,246674.23
1489,203547.53
1490,212206.19
1491,196298.52
1492,98877.36
1493,202331.95
1494,297833.53
1495,308874.2
1496,221641.81
1497,173878.12
1498,158840.42
1499,158895.25
1500,149584.1
1501,161424.48
1502,149219.48
1503,290252.47
1504,232010.11
1505,211064.11
1506,174475.39
1507,243453.39
1508,198754.72
1509,160283.56
1510,140702.64
1511,137995.9
1512,156253.45
1513,143093.7
1514,186438.67
1515,198628.81
1516,170804.23
1517,165602.08
1518,130239.58
1519,228652.73
1520,130435.14
1521,135191.2
1522,176052.39
1523,101233.69
1524,128146.43
1525,121876.78
1526,121521.15
1527,112822.5
1528,133768.0
1529,142664.23
1530,182988.44
1531,92803.9
1532,103566.52
1533,151273.36
1534,116197.22
1535,159805.34
1536,115053.88
1537,83930.375
1538,198470.75
1539,203746.33
1540,104938.87
1541,146327.11
1542,133312.8
1543,229113.39
1544,90721.48
1545,111794.06
1546,130546.17
1547,132512.2
1548,129240.66
1549,109385.586
1550,131426.8
1551,117156.914
1552,125469.86
1553,161684.69
1554,102901.74
1555,166528.44
1556,78812.57
1557,109074.87
1558,99109.914
1559,69195.93
1560,146889.23
1561,131311.03
1562,133915.55
1563,115466.914
1564,164132.33
1565,141108.72
1566,225791.77
1567,86557.21
1568,214179.05
1569,141513.67
1570,135342.7
1571,125866.81
1572,147266.38
1573,272856.22
1574,117060.73
1575,220506.88
1576,223570.52
1577,197955.06
1578,144582.05
1579,147697.98
1580,201633.02
1581,149495.58
1582,127799.55
1583,337368.16
1584,227953.88
1585,140469.98
1586,93421.73
1587,104410.09
1588,146329.67
1589,104834.195
1590,138280.97
1591,87513.984
1592,124253.12
1593,136558.66
1594,126536.984
1595,99210.05
1596,227733.56
1597,172522.88
1598,200356.89
1599,208969.02
1600,208507.9
1601,80703.06
1602,115100.57
1603,99405.55
1604,275537.5
1605,254662.22
1606,172968.58
1607,185279.22
1608,224877.25
1609,198322.2
1610,150597.28
1611,141933.47
1612,166751.73
1613,160085.81
1614,118082.086
1615,85556.914
1616,74767.7
1617,93497.96
1618,126964.3
1619,140322.97
1620,149446.02
1621,140019.75
1622,131459.98
1623,305151.62
1624,206424.56
1625,132618.88
1626,168596.72
1627,186628.14
1628,291048.8
1629,186479.7
1630,375861.53
1631,229480.89
1632,244938.61
1633,161699.05
1634,184565.4
1635,184408.94
1636,164801.84
1637,183223.97
1638,213899.53
1639,185547.25
1640,261758.92
1641,185175.83
1642,201945.94
1643,220804.83
1644,219781.78
1645,185505.39
1646,160954.75
1647,166493.19
1648,128100.56
1649,135662.75
1650,117576.48
1651,125037.0
1652,97520.99
1653,101585.266
1654,153484.1
1655,151521.23
1656,146585.94
1657,152297.69
1658,140533.88
1659,139256.47
1660,156793.5
1661,451585.7
1662,401286.9
1663,402504.16
1664,297941.25
1665,317718.03
1666,314996.62
1667,374282.34
1668,341136.12
1669,294265.34
1670,360613.34
1671,250561.06
1672,438618.88
1673,309051.7
1674,256003.4
1675,176956.64
1676,180331.52
1677,203666.61
1678,415315.28
1679,371214.78
1680,317531.7
1681,264196.6
1682,296260.53
1683,169623.05
1684,178907.36
1685,179818.1
1686,171598.58
1687,166470.16
1688,184495.52
1689,191439.64
1690,188152.22
1691,175073.28
1692,270211.7
1693,168047.72
1694,182662.11
1695,171228.4
1696,275530.47
1697,172625.19
1698,374029.62
1699,326153.6
1700,234770.86
1701,272385.28
1702,294375.5
1703,274184.34
1704,319676.4
1705,234860.22
1706,432935.97
1707,220318.53
1708,206522.66
1709,312876.8
1710,225437.88
1711,250918.06
1712,265317.66
1713,254706.5
1714,209758.77
1715,202740.75
1716,211848.7
1717,177848.66
1718,146631.36
1719,198815.95
1720,254645.81
1721,173912.31
1722,137011.02
1723,154085.36
1724,229887.84
1725,238520.3
1726,183618.31
1727,155905.98
1728,189838.28
1729,152841.03
1730,163930.64
1731,123962.99
1732,127678.805
1733,115442.13
1734,122582.26
1735,137506.56
1736,112712.47
1737,350903.1
1738,215588.42
1739,317231.03
1740,218600.28
1741,205413.73
1742,161424.48
1743,168071.28
1744,304589.03
1745,198564.73
1746,226184.73
1747,217496.31
1748,231219.52
1749,147740.16
1750,142010.55
1751,246199.7
1752,116509.24
1753,132358.23
1754,215046.55
1755,164131.52
1756,140111.89
1757,124890.8
1758,139680.92
1759,174280.8
1760,159233.45
1761,150623.92
1762,158245.02
1763,174382.4
1764,112932.33
1765,177057.17
1766,181309.38
1767,223490.05
1768,139404.1
1769,174827.14
1770,143229.58
1771,131997.84
1772,124150.91
1773,131798.36
1774,126750.4
1775,137653.12
1776,129858.69
1777,112935.59
1778,136363.25
1779,107261.92
1780,192949.31
1781,128702.625
1782,90595.98
1783,122721.52
1784,94946.445
1785,119678.414
1786,151531.98
1787,170471.92
1788,62432.75
1789,110500.54
1790,74227.04
1791,175200.72
1792,155125.6
1793,152062.23
1794,149215.56
1795,141024.66
1796,128923.44
1797,127819.01
1798,120186.59
1799,114081.59
1800,120237.17
1801,128555.81
1802,156995.75
1803,148587.11
1804,140782.64
1805,141438.77
1806,108557.0
1807,145983.17
1808,118543.78
1809,108103.99
1810,148846.25
1811,100727.266
1812,93053.99
1813,114182.62
1814,96045.26
1815,67964.2
1816,95456.13
1817,106409.43
1818,148173.58
1819,115713.24
1820,42981.59
1821,109252.336
1822,147496.25
1823,40105.75
1824,127321.11
1825,115305.31
1826,87257.76
1827,106828.12
1828,123932.02
1829,114114.016
1830,141881.39
1831,181298.61
1832,86818.07
1833,142662.28
1834,118344.625
1835,143706.4
1836,130464.21
1837,95730.77
1838,118272.69
1839,84109.984
1840,160298.81
1841,161075.97
1842,80119.28
1843,143259.05
1844,142526.7
1845,127034.234
1846,158099.75
1847,154524.17
1848,55431.203
1849,122708.23
1850,121369.67
1851,158133.17
1852,129524.1
1853,125626.625
1854,175071.36
1855,151317.67
1856,214390.58
1857,164393.22
1858,133272.45
1859,122894.09
1860,157885.05
1861,126261.57
1862,332316.6
1863,330199.53
1864,330199.53
1865,336571.3
1866,342534.8
1867,286837.44
1868,324248.1
1869,199962.33
1870,283140.22
1871,254503.14
1872,173326.11
1873,216745.83
1874,147049.34
1875,212184.12
1876,193745.06
1877,224096.06
1878,208055.83
1879,130706.74
1880,134923.58
1881,245542.4
1882,266353.53
1883,192001.38
1884,199103.67
1885,273258.9
1886,300483.66
1887,208658.61
1888,317232.44
1889,168996.39
1890,133019.69
1891,139757.89
1892,104690.49
1893,124416.52
1894,125114.875
1895,142896.11
1896,122515.55
1897,109249.48
1898,108864.125
1899,141598.92
1900,155226.11
1901,163440.03
1902,135574.19
1903,201618.78
1904,131241.02
1905,179440.48
1906,161696.62
1907,199847.92
1908,124634.74
1909,146114.81
1910,128583.625
1911,202016.19
1912,262658.75
1913,144955.27
1914,88198.94
1915,289681.88
1916,82318.16
1917,280250.5
1918,144444.52
1919,162583.97
1920,161526.3
1921,460486.25
1922,343214.97
1923,206445.28
1924,193988.55
1925,210529.31
1926,396203.0
1927,137934.88
1928,163460.89
1929,124368.766
1930,141267.36
1931,148938.58
1932,138261.39
1933,166074.64
1934,183176.2
1935,166436.66
1936,180166.05
1937,184199.33
1938,165448.05
1939,236752.0
1940,211908.39
1941,176655.27
1942,181242.6
1943,217110.08
1944,311141.6
1945,364019.66
1946,153315.58
1947,296337.12
1948,171058.61
1949,223448.6
1950,176380.61
1951,255763.9
1952,207064.38
1953,161450.12
1954,203829.52
1955,125039.586
1956,306760.1
1957,154520.66
1958,310114.75
1959,132294.81
1960,115556.09
1961,113121.22
1962,101680.6
1963,115410.59
1964,103431.586
1965,135598.77
1966,150564.02
1967,291628.78
1968,426049.78
1969,389569.06
1970,438220.66
1971,477305.2
1972,366726.97
1973,307255.56
1974,307255.25
1975,325257.4
1976,275279.25
1977,361099.0
1978,389747.62
1979,343466.84
1980,184502.73
1981,348634.9
1982,229477.7
1983,214383.22
1984,166352.58
1985,206032.06
1986,206383.73
1987,178806.05
1988,177390.73
1989,189427.83
1990,209181.45
1991,238419.33
1992,203440.06
1993,174855.02
1994,238174.02
1995,183831.31
1996,259039.7
1997,335543.7
1998,337944.62
1999,249801.48
2000,314593.75
2001,255806.06
2002,229895.47
2003,261164.61
2004,270839.88
2005,230363.84
2006,238767.03
2007,262953.72
2008,213992.98
2009,185827.45
2010,199262.77
2011,160050.28
2012,186605.56
2013,180860.25
2014,185779.5
2015,200976.11
2016,190201.42
2017,197657.27
2018,120762.52
2019,141795.84
2020,115708.695
2021,107361.89
2022,182935.38
2023,143538.98
2024,234765.23
2025,380736.4
2026,169061.88
2027,148828.61
2028,164333.2
2029,160501.58
2030,268541.78
2031,256347.34
2032,264320.12
2033,280213.66
2034,156782.98
2035,206528.42
2036,199799.89
2037,204005.48
2038,296204.06
2039,224421.02
2040,377225.53
2041,265988.5
2042,195552.17
2043,165552.61
2044,174467.75
2045,202444.64
2046,137704.5
2047,141489.73
2048,133016.39
2049,133959.12
2050,186841.52
2051,108949.3
2052,130843.9
2053,148086.23
2054,86747.71
2055,149988.52
2056,134731.56
2057,121263.35
2058,218772.56
2059,137959.97
2060,161947.03
2061,196457.7
2062,129975.11
2063,115183.445
2064,138189.84
2065,123937.29
2066,169203.36
2067,109375.48
2068,147096.88
2069,99246.88
2070,108942.56
2071,91227.28
2072,134312.22
2073,143485.6
2074,182834.64
2075,153800.4
2076,134800.64
2077,144818.31
2078,122153.95
2079,131429.12
2080,115926.555
2081,118216.65
2082,132820.45
2083,135752.9
2084,108770.24
2085,117370.95
2086,177180.2
2087,120998.8
2088,83480.38
2089,76523.09
2090,129259.414
2091,119488.99
2092,134052.58
2093,127847.734
2094,127398.79
2095,157122.28
2096,83323.555
2097,87801.15
2098,147600.17
2099,75996.055
2100,110386.22
2101,118017.42
2102,147837.53
2103,102529.14
2104,127760.04
2105,115756.62
2106,72683.5
2107,227152.72
2108,121328.984
2109,118202.48
2110,130978.12
2111,168382.64
2112,122289.3
2113,115356.77
2114,104076.91
2115,159839.53
2116,128850.24
2117,143630.89
2118,107907.04
2119,96411.46
2120,108328.98
2121,91667.51
2122,98391.8
2123,88724.125
2124,176642.66
2125,130506.93
2126,151947.48
2127,154688.92
2128,124364.34
2129,111147.33
2130,152126.38
2131,174492.8
2132,114973.22
2133,131604.22
2134,119320.78
2135,107713.08
2136,63301.215
2137,122336.6
2138,133946.9
2139,155857.92
2140,138150.06
2141,152929.64
2142,128234.89
2143,136378.4
2144,131404.72
2145,135579.62
2146,164789.03
2147,148372.88
2148,126310.86
2149,137782.81
2150,205654.12
2151,117974.37
2152,185106.95
2153,158984.6
2154,108852.22
2155,137649.03
2156,267855.34
2157,232485.05
2158,233323.2
2159,218066.45
2160,171955.06
2161,257090.39
2162,492588.38
2163,363553.5
2164,253574.55
2165,172239.31
2166,148429.25
2167,229644.3
2168,203107.06
2169,202929.52
2170,212931.08
2171,146051.39
2172,149108.9
2173,164165.94
2174,235191.2
2175,318832.97
2176,314462.66
2177,236987.89
2178,218130.16
2179,142140.6
2180,214847.23
2181,186881.84
2182,234231.92
2183,189903.45
2184,132674.22
2185,131688.69
2186,151664.38
2187,161365.27
2188,154251.84
2189,228256.55
2190,86450.445
2191,89048.086
2192,93154.52
2193,109356.625
2194,103263.695
2195,110428.92
2196,108638.55
2197,104417.14
2198,167351.39
2199,179415.14
2200,136101.36
2201,131340.45
2202,212363.95
2203,133271.0
2204,167292.12
2205,101807.21
2206,142868.78
2207,191108.61
2208,237914.02
2209,217145.28
2210,133760.67
